"specimen_no","specimen","year","CS","lnCS","src","CatalogNumber","DateCollected","RES_1","RES_2","RES_3","RES_4","RES_5","RES_6","RES_7","RES_8","RES_9","RES_10","RES_11","RES_12","RES_13","RES_14","RES_15","RES_16","RES_17","RES_18"
203,"'H77-3.JPG'",1977,4.13,1.42,"reservoir",103563,1977-08-10,-0.005933897,0.00045779,0.001254836,-0.001917462,-0.001055709,-0.004709763,0.007517528,0.00322813,0.007074013,0.001955709,-0.001193956,0.004808797,0.004170192,-0.000237902,0.000529163,0.000760017,-6.78051e-05,0.001672038
204,"'H77-30.JPG'",1977,2.48,0.91,"reservoir",103563,1977-08-10,0.005689972,-0.005919404,-0.002523601,-0.005078685,0.007972667,-0.012033338,-0.001012516,0.000825202,0.004973549,0.006505161,-0.003480838,0.004000546,0.001756827,-0.000610112,-0.000298384,-0.003536723,-0.000280338,-0.000378184
205,"'H77-4.JPG'",1977,5.18,1.64,"reservoir",103563,1977-08-10,0.000954064,0.004313448,0.016067373,0.01518909,0.009870184,0.005273342,0.00176932,0.001893375,0.000817728,-0.000546713,0.000304784,0.004000273,-0.003459189,0.001698401,0.002998787,-0.000410174,-0.000741928,0.001394776
206,"'H78-1.JPG'",1978,8.42,2.13,"reservoir",108926,1978-08-09,-0.007922175,0.010836613,0.00342362,0.005265557,0.010407189,-0.012803272,-0.007637633,-0.009862798,-0.004840533,-0.008521818,0.005198963,0.00396231,0.000908621,9.70213e-06,0.000457727,-0.003319964,-0.0025069,-0.000350306
207,"'H78-10.JPG'",1978,3.34,1.21,"reservoir",108926,1978-08-09,0.010097614,-0.002571865,0.006620261,0.00968779,0.000422508,-0.001270645,0.001170563,0.001395394,-0.001266117,-0.002986015,0.001525321,-0.000776899,-0.003370536,-0.003851752,-0.000136628,5.08026e-05,-0.001386906,0.000104364
208,"'H78-11.JPG'",1978,2.86,1.05,"reservoir",108926,1978-08-09,0.006658012,-0.011486573,0.001208324,-0.011834033,0.004364638,-0.001269958,-0.001388495,0.002377262,-0.009421155,0.001902338,0.002922076,-0.000740318,0.000568832,-0.004208214,0.002021238,0.003039487,-0.00038374,0.001895923
209,"'H78-12.JPG'",1978,3.08,1.13,"reservoir",108926,1978-08-09,0.014874434,-0.009044692,0.000201022,0.000901042,0.010692298,-0.00831392,-0.004260116,0.002560643,0.001316848,-0.006637205,-0.003899411,0.002199984,-0.002922523,-0.003142101,-0.004438977,0.001096108,0.000281269,0.003436178
210,"'H78-13.JPG'",1978,2.88,1.06,"reservoir",108926,1978-08-09,0.006819187,-0.009700552,0.000185965,-0.003664952,0.00081123,-0.010403839,-0.005573042,-0.002214249,-0.002123563,0.004086522,-0.001263302,0.00135817,0.001949286,0.000241076,-0.004742939,-0.00121404,-0.000753942,0.000208883
211,"'H78-14.JPG'",1978,3.4,1.22,"reservoir",108926,1978-08-09,0.003071388,0.004281247,-0.010962702,-0.001919406,0.001397928,-0.002008748,-0.000737237,-0.002928689,0.001210315,-0.004659053,-0.000689248,0.004264638,0.00327382,-0.001264309,-0.000883647,0.004210176,0.000237921,0.001066376
212,"'H78-15.JPG'",1978,2.55,0.94,"reservoir",108926,1978-08-09,0.00151149,-0.001273962,3.61779e-05,-0.001113132,0.000305157,-0.007399909,-0.003319136,-0.006768065,-0.002615296,-0.002252118,0.000298696,0.000188413,-0.002274071,-7.25476e-05,-0.003200367,-1.37811e-05,0.001437862,0.001694077
213,"'H78-16.JPG'",1978,2.64,0.97,"reservoir",108926,1978-08-09,0.012353827,-0.001215169,0.000586189,0.00046929,-0.00078094,-0.004275392,-0.010238001,-0.005356404,-0.010052315,-0.004358552,-0.00091034,5.6045e-05,-0.001041335,-0.003688923,-0.002596578,0.001376248,-0.002731991,0.000714974
214,"'H78-17.JPG'",1978,2.48,0.91,"reservoir",108926,1978-08-09,-0.008630162,0.007553764,-0.001848802,-0.004738865,0.007597454,-0.015768964,-0.001125183,-0.002546392,0.006418212,-0.007779734,-0.005350269,0.003898564,0.000453198,0.002828784,-0.005256032,-0.002776179,-0.00110707,0.001534005
215,"'H78-18.JPG'",1978,2.57,0.94,"reservoir",108926,1978-08-09,0.007167689,-0.004931085,-0.00473823,-0.003703196,0.009306578,-0.008974376,-0.00291095,0.001339123,-0.001453384,0.000652763,-0.002226572,-0.000113209,-0.002273813,-0.000992163,-0.000230581,0.000676574,-0.000371898,0.001316478
216,"'H78-19.JPG'",1978,2.64,0.97,"reservoir",108926,1978-08-09,0.013489112,0.000448261,-0.008930932,-0.015018659,0.002343127,0.000196721,-0.004623777,-0.005265683,0.004550709,-0.000880433,0.000700242,0.003647733,0.00357684,0.001386942,0.000325349,0.000521098,-0.002721941,-0.000241952
217,"'H78-2.JPG'",1978,6.37,1.85,"reservoir",108926,1978-08-09,0.004172114,-0.009493574,-0.008327884,-0.005202268,0.009006597,-0.003835015,-0.001814559,0.002862889,0.000617438,-0.005584975,-0.003039721,-0.000644061,0.002874488,0.001827779,0.001890397,-0.002685193,0.000415693,5.91014e-05
218,"'H78-20.JPG'",1978,2.37,0.86,"reservoir",108926,1978-08-09,0.017458975,-0.00214644,-0.021212532,-0.011637626,-0.00081911,0.002021765,-0.002179506,0.000240507,-0.000935993,0.004319039,0.001542332,0.004789021,0.000302852,-0.00437042,-0.003497632,0.002908097,-0.001199519,0.000647739
219,"'H78-21.JPG'",1978,2.91,1.07,"reservoir",108926,1978-08-09,0.007391857,-0.019036628,0.004547921,-0.000596483,-0.003016783,-0.005415015,0.003979226,-0.001222109,-0.003851047,0.000392266,-0.000101176,-0.001074713,0.005472038,-0.002029328,-0.000550465,-0.00022437,-0.000675554,0.000424022
220,"'H78-22.JPG'",1978,2.27,0.82,"reservoir",108926,1978-08-09,0.013403528,-0.001256595,-0.013202507,-0.008643783,0.004171443,-0.004970016,-0.012307574,-0.002922565,-0.005297797,-0.002452189,0.000160247,0.000418815,0.0002745,-0.002459913,-0.001909678,0.004144282,-0.00279264,0.002522238
221,"'H78-23.JPG'",1978,2.34,0.85,"reservoir",108926,1978-08-09,0.008344113,-0.010249015,-0.015015716,0.001507299,0.005385619,-0.00059448,0.002302607,0.008808671,-0.011999754,0.009222847,-0.000948694,0.002632532,0.003897432,6.24414e-05,-0.000706171,0.001051552,-0.001033661,-0.001850231
222,"'H78-24.JPG'",1978,2.71,1,"reservoir",108926,1978-08-09,0.011834334,-0.01541857,0.006523148,0.000500965,0.001057863,-0.010040923,-0.004267103,-0.005296705,-0.004746742,0.001267622,-0.004141165,-0.00263982,0.001316562,-0.001760203,-0.002150704,0.000328986,-0.001254066,0.001477587
223,"'H78-25.JPG'",1978,2.52,0.92,"reservoir",108926,1978-08-09,0.006084052,0.007952216,0.008059536,0.000813851,0.002811606,-0.004467518,-0.004794869,-0.009258632,-0.001487779,-0.001551291,0.001506254,-0.001034534,0.00095919,-0.00067515,-0.002287689,-0.000927651,-0.002000386,0.000730635
224,"'H78-26.JPG'",1978,2.59,0.95,"reservoir",108926,1978-08-09,0.010921139,-0.007332877,0.003966784,0.004528578,-0.004807503,-0.008374476,-0.002285967,-0.000806561,-0.006822828,-0.005446798,0.000588826,0.003714025,0.002845242,0.000184837,-0.00071107,0.001112245,-0.001937866,0.002596818
225,"'H78-27.JPG'",1978,2.41,0.88,"reservoir",108926,1978-08-09,0.011100941,-0.006882129,-0.00574559,-0.004258758,0.004638779,-0.010415297,9.17095e-05,-0.00142829,-0.005970229,0.002828976,0.001244061,-0.002654316,0.001590464,-0.003241659,-0.005492059,-0.000497139,-0.000842407,-0.00207312
226,"'H78-28.JPG'",1978,2.46,0.9,"reservoir",108926,1978-08-09,0.009769959,-0.008894515,-0.008986804,-0.000251847,0.005333956,0.003335909,0.002245233,0.001525733,-0.001337349,0.006035916,0.008146489,-0.003783244,0.002605486,0.00070459,-0.003277342,0.001061221,-0.001524362,0.001701094
227,"'H78-29.JPG'",1978,2.3,0.83,"reservoir",108926,1978-08-09,0.004707682,-0.004769068,0.006417408,0.001218231,0.013589551,-0.010409229,-0.000939937,-0.000601203,-0.01290287,-0.000320852,-0.000897141,0.001437714,-0.000118607,-0.000892202,0.001018244,0.000348362,-0.002311416,-0.000120971
228,"'H78-3.JPG'",1978,6.56,1.88,"reservoir",108926,1978-08-09,0.012157476,0.002164195,-0.006342265,-0.001014601,-0.00257132,0.007183564,0.004166569,-0.004320301,-0.001431508,-0.003441249,0.003355433,0.002380469,0.002945898,-0.000203121,-0.002603492,-0.001993609,-0.00264324,-0.000658495
229,"'H78-4.JPG'",1978,5.72,1.74,"reservoir",108926,1978-08-09,0.006326338,-0.019142163,-0.007224868,-0.003826475,0.009041977,-0.002670433,-0.001936126,0.003678779,-0.000702105,-0.000659394,0.003873425,0.000101001,-0.000516864,0.00114228,0.002536195,-0.001194567,0.000995686,0.001355158
230,"'H78-5.JPG'",1978,5.5,1.7,"reservoir",108926,1978-08-09,0.01199815,-0.004998448,-0.010014975,-0.005855736,0.003026161,0.002052518,0.002044674,0.002809257,0.009981182,-0.003300612,0.002276116,-0.006159122,-0.000671819,-6.89806e-05,0.001899744,0.002317055,-0.001270261,-0.002552593
231,"'H80-1.JPG'",1980,4.29,1.46,"reservoir",117890,1980-08-20,0.003912713,-0.004436042,0.000677024,-0.005243675,-0.008795126,-0.000151381,-0.002407333,-0.007494168,0.000249968,-0.002466114,0.00536715,0.000355802,-0.001583665,-0.002324122,-0.000704189,-0.002050841,0.001616148,-0.000633866
232,"'H80-10.JPG'",1980,3.17,1.15,"reservoir",117890,1980-08-20,0.014385892,-0.004536329,0.005326918,-0.003959323,-0.003970313,0.001818274,0.002156686,-0.005671585,0.002054971,0.00318113,0.00317916,-0.001936876,0.001610145,0.001496704,0.000442097,-0.00221112,0.002796704,-0.002331714
233,"'H80-11.JPG'",1980,3.93,1.37,"reservoir",117890,1980-08-20,0.005005161,-0.005012431,-0.00080549,7.81241e-05,0.000814824,0.002080258,0.009372106,-0.002077505,-0.000201837,-0.008779526,0.002758553,-0.0023472,-0.001411626,0.003916471,0.001589017,-0.002211982,0.004039818,0.000440509
234,"'H80-12.JPG'",1980,4.09,1.41,"reservoir",117890,1980-08-20,-0.003222622,0.006967158,0.001132826,-0.010648593,-0.009089202,0.002346738,-0.003456737,-0.010961307,-0.002264178,0.005865028,0.00248794,-0.00418141,-0.00551928,0.001011142,0.003261718,-0.000117016,-0.002695148,-0.000474385
235,"'H80-13.JPG'",1980,3.39,1.22,"reservoir",117890,1980-08-20,0.011783269,-0.00460703,-0.006829422,0.001874845,-0.004564496,0.001133793,0.006086762,0.001866353,0.003925255,0.003184086,0.00340937,0.005223206,-0.000272077,0.003291049,0.001122723,-0.001305712,-0.001139199,0.000966216
236,"'H80-14.JPG'",1980,4,1.39,"reservoir",117890,1980-08-20,-0.002303279,-0.001960628,-0.005461269,0.000909658,0.00211814,-0.001855544,0.001833425,-0.006753677,-0.000350835,-0.00349864,5.92631e-05,-0.002503219,-0.002979644,0.000275066,-0.000811619,-0.001855908,0.00109214,-0.000803927
237,"'H80-15.JPG'",1980,3.22,1.17,"reservoir",117890,1980-08-20,0.001940443,-0.004596862,0.010575643,-0.000158892,-0.000881297,-0.008087454,-0.002360999,0.004488025,-0.000422384,0.00192427,-0.005090156,-0.001245688,-0.000848669,0.000349852,-0.00043479,-0.000930977,0.000295022,-0.000220737
238,"'H80-16.JPG'",1980,3.37,1.22,"reservoir",117890,1980-08-20,0.005124575,-0.001314397,0.006683184,0.002693922,-0.004226228,-0.00632474,-6.50515e-05,-0.009797522,-0.004665323,-0.005123618,0.001729384,0.002463508,-0.004947033,0.005103862,0.002527646,0.002112665,0.000261323,-0.001563507
239,"'H80-17.JPG'",1980,3.71,1.31,"reservoir",117890,1980-08-20,0.008211808,0.002349987,0.006504681,0.000950684,-0.011093,0.00354331,-0.000970393,-0.004841107,0.001617125,0.000390897,-0.000790384,0.0004114,-0.001269797,0.003236808,0.001012367,-0.001597456,0.001592388,-0.001470879
240,"'H80-18.JPG'",1980,3.47,1.25,"reservoir",117890,1980-08-20,0.007896079,-0.00386776,-0.009655054,-0.000899485,-0.00184971,0.004050668,0.005783856,-0.001987484,-0.001558275,-0.000934178,0.000201336,0.000649406,0.002310949,-0.003447343,0.002830673,-0.000237848,0.000450279,0.001286147
241,"'H80-19.JPG'",1980,3.08,1.12,"reservoir",117890,1980-08-20,-0.003675195,-0.002189655,0.001517383,-0.000494144,-0.012003153,-0.010361126,0.001552805,-0.004525288,-0.005551903,0.003436429,-0.002067072,-0.000566213,6.67101e-05,-0.000106947,0.000711291,-0.000516856,0.002283485,0.001109081
242,"'H80-2.JPG'",1980,5.73,1.75,"reservoir",117890,1980-08-20,0.007682467,0.001472916,0.002381755,-0.00144367,0.006874232,0.002562731,0.002127683,-0.001182468,-0.002745482,-0.001381511,0.00289739,0.00229737,-0.002390357,0.004970386,-0.003630559,0.000768488,-0.0007335,-0.001973733
243,"'H80-20.JPG'",1980,3.5,1.25,"reservoir",117890,1980-08-20,0.000600212,-0.013414447,-0.005905635,0.005418041,0.001064974,-0.002746491,0.002732277,0.00035079,0.000528655,0.000468776,0.00065154,0.002324491,-0.002917721,-0.002885536,0.002234549,0.001132793,-0.001689482,0.001178961
244,"'H80-21.JPG'",1980,3.32,1.2,"reservoir",117890,1980-08-20,-0.01472085,0.008707555,-0.002582184,-0.006907155,-0.007657052,-0.003782217,0.000329721,-0.007176869,-0.000884479,-0.001443162,-0.001081789,-0.004113912,-0.00263556,0.001461911,0.000958354,-0.000537821,0.003929695,-0.000927169
245,"'H80-22.JPG'",1980,3.17,1.15,"reservoir",117890,1980-08-20,0.01715658,-0.004011839,-0.001697238,0.012460461,-0.000245912,7.16969e-05,0.003575211,-0.002092618,-0.003437439,0.000199564,0.004537905,0.000426625,-3.94148e-06,0.00336735,-3.78043e-05,-0.00081775,0.000371568,0.000458534
246,"'H80-23.JPG'",1980,3.13,1.14,"reservoir",117890,1980-08-20,-0.010088797,0.002277325,0.008082369,0.004485906,0.003446537,0.001124223,0.00357653,-0.004418785,0.002373698,0.005509165,-0.001849109,0.001799228,0.000499084,-0.001831589,0.001792809,0.002039328,-0.000978597,-0.000252352
247,"'H80-24.JPG'",1980,2.97,1.09,"reservoir",117890,1980-08-20,0.002970513,0.000606466,0.008154233,-0.00546683,0.006544072,0.000323666,-0.002164882,-0.005332412,0.00448506,0.003983752,0.001693627,0.001379874,-0.00190845,-0.000647628,0.002941541,-0.001708951,0.002450303,-0.001442815
248,"'H80-25.JPG'",1980,2.67,0.98,"reservoir",117890,1980-08-20,0.008945894,-0.003604886,0.001028271,0.000165072,4.11768e-05,0.009495625,-0.007719684,-0.001423341,-0.002414387,0.003971795,-0.001975405,0.002655691,0.001486184,0.003328352,0.004891966,-0.000598303,-0.001895453,-0.00282923
249,"'H80-26.JPG'",1980,2.71,1,"reservoir",117890,1980-08-20,0.001627474,0.003116136,0.00942218,0.001096737,0.023952149,-0.010247087,0.002979796,0.000409747,-0.007650567,0.00190295,4.51325e-05,0.001530962,-0.000347326,0.000845259,-0.002511993,0.002582023,0.001698654,-0.000476668
250,"'H80-27.JPG'",1980,2.73,1,"reservoir",117890,1980-08-20,0.015669588,-0.006341143,0.011338926,0.002752855,0.00090608,-0.006405463,0.000770862,-0.00355193,-0.001283221,-0.000542734,-1.99912e-05,-0.007277129,0.000186717,-0.003805024,-0.001203023,-0.002173627,-0.001595623,-0.000717631
251,"'H80-28.JPG'",1980,2.68,0.99,"reservoir",117890,1980-08-20,0.006970038,-0.007172487,0.004295886,0.004066081,0.016827812,0.014347448,-0.003076565,-0.006100162,0.001372324,-0.006141609,0.001146176,-0.000224842,0.002257888,-0.000643431,0.006564621,-0.000106501,-0.000577179,0.000510065
252,"'H80-29.JPG'",1980,2.35,0.85,"reservoir",117890,1980-08-20,-0.009446422,0.01009329,0.003721434,0.00682623,0.006090224,0.013197808,-0.002510624,-0.010655598,-0.00450586,0.002370842,0.000792947,-0.007937057,0.001525605,-0.001596195,-0.001948844,-0.003076395,-0.000676456,0.003221047
253,"'H80-3.JPG'",1980,3.79,1.33,"reservoir",117890,1980-08-20,0.002312005,0.006687818,-0.001179865,0.000130901,-0.008914314,-0.001727082,0.002927848,0.000915518,0.005248758,0.002297639,0.00033657,-0.000684924,-0.001358281,0.000181697,0.00375066,-0.001164956,0.000141589,-0.000988332
254,"'H80-30.JPG'",1980,2.62,0.96,"reservoir",117890,1980-08-20,0.023056191,-0.004628202,-0.010611594,-0.001691777,-0.004590658,0.001663851,0.001309127,0.005163175,-0.002875065,0.007713798,0.002057584,-0.000279,-0.000409237,0.001634539,-0.003921853,-0.000846408,0.002142742,0.001800665
255,"'H80-4.JPG'",1980,3.69,1.31,"reservoir",117890,1980-08-20,0.003714289,-0.001446875,-0.009876263,-0.002706108,-0.005430139,-0.006693327,0.007925966,-0.006271609,0.000447282,-0.00508609,0.000567196,0.000460097,-0.002364869,-0.000156232,0.001946375,0.001575093,0.001556506,-0.001717716
256,"'H81-1.JPG'",1981,8.64,2.16,"reservoir",122705,1981-08-04,0.003718668,0.014384073,0.012067376,-0.004768961,0.009194973,0.001378301,-0.004455742,0.002429624,0.002220895,-0.002451141,0.000811952,0.002101351,-0.002512483,-0.002676699,0.002066447,0.002459617,-0.000435301,0.000231781
257,"'H81-10.JPG'",1981,3.64,1.29,"reservoir",122705,1981-08-04,0.016354217,-0.018795703,-0.010849265,0.00110494,0.000755182,-0.005521993,0.002482437,-6.09954e-05,0.002905597,-0.000432914,0.006049004,0.001973891,0.001681171,-5.89243e-05,0.000496091,-0.00162307,-0.004040617,-0.002004807
258,"'H81-11.JPG'",1981,2.82,1.04,"reservoir",122705,1981-08-04,0.006141343,-0.006435543,0.002014211,0.002597626,-0.002973454,-0.00835327,0.003564563,-0.003160038,-0.000117906,0.000789838,-0.000586507,-0.000298485,0.007314969,-0.000219523,-0.000550506,-0.000961942,0.00149145,0.00097453
259,"'H81-12.JPG'",1981,3.12,1.14,"reservoir",122705,1981-08-04,-0.005562587,-0.013126145,-0.005629948,-0.002354915,-0.001731378,-0.013803629,0.001455689,-0.002137337,0.004679262,-0.003270244,0.003090838,0.003184256,-0.00040653,-2.97441e-05,-0.004544125,0.000380052,-0.000836607,-0.000627076
260,"'H81-13.JPG'",1981,3.25,1.18,"reservoir",122705,1981-08-04,-0.000614687,-0.008376959,-0.002105403,0.003400533,-4.6784e-05,-0.00888955,0.005881234,-0.000163974,0.002190331,0.002428966,0.000591394,-5.86114e-05,-0.004505201,0.000307101,0.002760347,0.001975159,-0.001373253,-0.001468103
261,"'H81-14.JPG'",1981,3.23,1.17,"reservoir",122705,1981-08-04,-0.000185376,-0.010523527,-0.001832605,0.001671055,0.004522135,0.000445191,-0.000268854,-0.005766083,-0.000617164,-5.82566e-06,0.004737364,-0.001852756,-0.005004131,-0.001178333,0.003171399,-0.000928508,-0.001136718,-0.002144473
262,"'H81-15.JPG'",1981,3.37,1.22,"reservoir",122705,1981-08-04,-0.003004773,-0.004342068,0.009204093,-0.001899823,-0.00025309,-0.006440264,0.001757024,-0.005376058,-0.003920809,0.005380727,-0.000486012,0.004351715,0.000314035,-0.001980014,-0.000610647,-0.003140697,-0.002099283,-0.001094788
263,"'H81-16.JPG'",1981,2.74,1.01,"reservoir",122705,1981-08-04,0.002691061,-0.010262402,-0.001543179,0.005529565,0.004722092,-0.004210602,-0.001914612,-0.000148093,0.002315222,-0.002638794,-0.003465458,0.001868309,-0.003927663,-0.00269603,-0.000317021,-0.001983247,-9.86888e-05,-0.0010063
264,"'H81-17.JPG'",1981,2.86,1.05,"reservoir",122705,1981-08-04,0.008618712,-0.012470076,-0.005014973,-0.008265887,0.006258925,-0.001122709,-0.006567278,-0.004648023,0.002151626,-0.000838259,-0.000864658,-4.12392e-05,-0.000392519,0.00185633,0.001604139,0.000710084,-0.002989236,-0.001619547
265,"'H81-18.JPG'",1981,2.79,1.03,"reservoir",122705,1981-08-04,0.010850082,-0.005701009,-0.003374841,-0.002360243,-0.006803322,-0.009810503,-0.005653312,-0.000895877,-0.00462262,0.004066518,0.001455068,0.004417848,0.000226043,0.001924288,0.001241476,-0.002519296,0.000515456,-0.001014251
266,"'H81-19.JPG'",1981,3.2,1.16,"reservoir",122705,1981-08-04,-0.009208189,-0.001429948,0.001131886,-0.001634504,-0.0039313,-0.01175085,0.004443602,-0.002698257,0.001598546,-0.001506392,-0.000949247,-0.00268497,0.000742288,-0.001053043,-0.000468818,0.002188201,0.001486901,-0.00085457
267,"'H81-2.JPG'",1981,6.23,1.83,"reservoir",122705,1981-08-04,-0.010858454,-0.003090622,0.000388899,-0.002683559,0.00243682,-0.004006826,0.01106512,-0.003698296,0.006393082,0.003099823,0.001088181,8.4069e-05,0.00186677,0.001247016,0.000693414,-0.000683107,-0.000330524,-0.001167348
268,"'H81-20.JPG'",1981,3,1.1,"reservoir",122705,1981-08-04,-0.000867404,-0.014986009,-0.002446366,0.000366848,-0.002847999,-0.004328834,0.000963123,-0.002431815,-0.00372282,-0.00137129,-0.000795094,-0.004346183,-0.00286153,0.002080766,0.001701945,-0.00032262,-0.001106357,-0.003388292
269,"'H81-21.JPG'",1981,2.78,1.02,"reservoir",122705,1981-08-04,0.004413726,-0.019767458,0.004256635,-0.000259391,-0.002435907,-0.007900463,0.004067956,-0.001860744,-0.00274299,-0.002349407,0.000819055,0.001112754,0.002028778,-0.004014561,0.00029933,0.000353424,7.77457e-05,-0.002126039
270,"'H81-22.JPG'",1981,2.91,1.07,"reservoir",122705,1981-08-04,-0.006039927,-0.000905786,-0.005003843,-0.000659833,0.00372033,-0.004442474,-0.001560987,-0.004898787,-0.003140179,0.002147412,-0.001893673,0.000420284,-0.002043119,0.000560877,0.001872994,-0.00071093,-0.003568994,-0.002629044
271,"'H81-23.JPG'",1981,3.39,1.22,"reservoir",122705,1981-08-04,0.001865472,-0.011944854,0.003460346,-0.006000517,-0.003711401,-0.008928179,0.004423408,-4.13641e-05,0.000616482,-0.004549676,0.00327868,0.002048131,0.002693839,-0.000664257,0.00070262,0.002561173,0.002874285,-0.00055273
272,"'H81-24.JPG'",1981,2.86,1.05,"reservoir",122705,1981-08-04,0.000192154,-0.013530832,0.010359827,-0.00103486,-0.006446639,-0.00074327,0.00332274,0.000885665,0.001536202,-0.001208766,0.006769764,0.002260255,0.004598731,0.000348373,0.000825104,0.001218225,-0.0005138,-0.001850891
273,"'H81-25.JPG'",1981,2.9,1.06,"reservoir",122705,1981-08-04,0.009113589,-0.010126249,-0.007318834,0.011346142,0.004835439,-0.004538176,-0.000636706,-0.002097497,-0.001549933,-0.003141887,-0.001854631,-0.004236793,-0.000104835,0.005410165,-0.000947104,0.002580518,0.001257698,-0.002092563
274,"'H81-26.JPG'",1981,3.04,1.11,"reservoir",122705,1981-08-04,-0.002500814,-0.009469624,-0.008006022,0.009076068,0.010149496,-0.01190935,-0.002806436,-0.004816349,0.004719019,-0.005046593,-0.002951326,-0.001656029,0.000722957,0.003243902,0.000464236,0.002654826,-0.001235062,3.26583e-05
275,"'H81-27.JPG'",1981,3.36,1.21,"reservoir",122705,1981-08-04,0.000157535,-0.003320239,0.005415426,-0.008007922,-0.005632569,-0.008398462,-0.001510976,-0.008755016,0.002261659,-0.003150154,0.002314601,-0.00052118,-0.001548504,-0.002670045,-0.001809752,0.001815524,0.001187159,-0.001972534
276,"'H81-28.JPG'",1981,2.69,0.99,"reservoir",122705,1981-08-04,-0.021822138,0.003972512,0.017123611,-0.004519186,-0.010769413,-0.014258169,0.008086659,-0.005493938,0.000190624,0.004980477,0.002127182,-0.002431845,0.000111019,-0.000958693,-0.001056014,0.004789064,0.000119087,0.000380363
277,"'H81-29.JPG'",1981,2.9,1.06,"reservoir",122705,1981-08-04,0.004688083,0.001443061,-0.008234235,0.003267032,-0.002839644,0.007114064,0.010683454,-0.00535004,-0.000515391,0.002668254,0.000828781,0.001325622,0.000100789,0.002852051,0.003254339,-0.004471303,0.001054159,0.000605774
278,"'H81-3.JPG'",1981,4.45,1.49,"reservoir",122705,1981-08-04,-0.005822434,-0.009483422,0.004551703,-0.004223278,0.00478433,-0.009921447,0.005767258,-0.003913846,0.005954107,0.00083966,0.003431038,-0.005047236,-0.003112029,0.000802122,0.00074901,0.002832631,0.002455463,0.000239136
279,"'H81-30.JPG'",1981,3.25,1.18,"reservoir",122705,1981-08-04,-0.005816884,-0.007618581,0.00070531,-0.008223091,-0.00730344,-0.009507481,0.002125847,-0.007221613,-0.000720433,0.000465606,0.004673171,-0.000569637,-0.001060001,-0.001348907,-0.001936602,0.00145664,0.00053344,-0.001988516
280,"'H81-31.JPG'",1981,3.01,1.1,"reservoir",122705,1981-08-04,0.002102149,-0.001869338,0.009385636,-0.001820462,-0.001374309,-0.006642487,-0.00197424,-0.002050553,-0.000784771,0.00111075,0.002976486,0.000380861,0.001742229,0.002759107,-0.000660897,-0.000566484,-0.001152745,0.000966808
281,"'H82-1.JPG'",1982,4.69,1.54,"reservoir",126717,1982-08-10,-0.014616013,-0.008369831,-0.000692619,-0.001845892,0.002987479,-0.00314362,0.003097105,-0.002206203,0.007020316,0.003689055,-0.000842498,-0.00093729,-0.000654605,-0.000290895,0.00062164,0.001332967,-0.00118419,-0.000152381
282,"'H82-10.JPG'",1982,4.37,1.48,"reservoir",126717,1982-08-10,-0.007444626,-0.001696024,0.004710895,-0.00852901,0.000237439,-0.005164248,0.004195322,0.002636068,-0.000134239,0.000591392,-0.001135592,-0.007000515,-0.000817203,0.000387285,0.001817149,0.003174799,0.003132293,0.000509341
283,"'H82-11.JPG'",1982,4.29,1.46,"reservoir",126717,1982-08-10,-0.007761459,0.005087927,0.012976101,0.005969229,-0.001651022,-0.002631881,0.003276001,-0.005024798,-0.002651418,-0.000808283,0.000980787,-0.002784005,0.001611969,-0.003756868,0.000257891,0.002634523,-0.001368612,0.001795983
284,"'H82-12.JPG'",1982,4.69,1.54,"reservoir",126717,1982-08-10,0.004839732,0.002285537,0.014103455,0.001046919,-0.007219128,0.000129652,-0.003761056,-0.001282591,-0.002850434,-0.005605128,0.001513116,-0.001918082,-0.002723361,-0.001207192,0.000784116,0.000823099,3.36429e-05,0.000652048
285,"'H82-13.JPG'",1982,3.98,1.38,"reservoir",126717,1982-08-10,0.009452376,-0.006610238,3.94398e-05,-0.000112183,-0.007716856,-0.002227203,0.003129808,0.001977172,-0.001822451,0.004765559,-0.00921256,-0.003114499,0.001679778,0.001635437,0.001065496,-0.00443654,-0.000273014,0.001021107
286,"'H82-14.JPG'",1982,4.15,1.42,"reservoir",126717,1982-08-10,-0.004475281,-0.012754399,0.003990486,-0.008350885,-0.000804232,-0.007622888,0.006243134,0.005386661,0.006645385,0.000990423,-0.002890987,0.000572066,0.001139133,-0.003691482,0.002393254,0.000804118,-0.001139763,0.002703727
287,"'H82-15.JPG'",1982,4.8,1.57,"reservoir",126717,1982-08-10,-0.007481774,-0.005005447,0.011421782,-0.009767284,0.005488838,-0.002811638,0.001915266,0.002044806,0.010162598,0.001290114,-0.001305224,-0.006934961,0.001811301,-0.001642947,0.000449117,0.000767506,-0.002598609,0.001369592
288,"'H82-16.JPG'",1982,4.39,1.48,"reservoir",126717,1982-08-10,0.0143373,-0.011802794,8.15115e-05,-0.010811348,-0.011644567,0.001812584,0.0030222,0.005713893,0.003440915,0.002865182,0.003236729,-0.001549027,-0.000971883,-0.0007916,-0.000929681,0.003827014,-0.001060091,-0.000431592
289,"'H82-17.JPG'",1982,3.83,1.34,"reservoir",126717,1982-08-10,0.000433605,-0.004564812,0.007302862,0.004389215,-0.007218258,-0.012209156,-0.000184556,-0.00179203,-0.002849059,-0.00319663,0.00029078,-0.003120152,-0.000903297,-0.001419412,-0.000154503,0.000551722,0.001797959,0.000346319
